Accession,Description,"Abundances (Grouped): F1, 126","Abundances (Grouped): F1, 127N","Abundances (Grouped): F1, 127C","Abundances (Grouped): F1, 128N","Abundances (Grouped): F1, 128C","Abundances (Grouped): F1, 129N","Abundances (Grouped): F1, 129C","Abundances (Grouped): F1, 130N","Abundances (Grouped): F1, 130C","Abundances (Grouped): F1, 131N","Abundances (Grouped): F1, 131C"
Q9Y2R2,Tyrosine-protein phosphatase non-receptor type 22 OS=Homo sapiens OX=9606 GN=PTPN22 PE=1 SV=2,,,,,,,,,,,
Q5VT25,Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens OX=9606 GN=CDC42BPA PE=1 SV=1,,,,,,,,,,,
Q7Z2Y8,Interferon-induced very large GTPase 1 OS=Homo sapiens OX=9606 GN=GVINP1 PE=2 SV=2,17470.70898,18279.0625,14229.71191,17797.95508,15483.22461,14968.33203,12365.53418,14336.17871,11448.57129,13604.71777,17773.13672
O60488,Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2,73682.28906,57272.05469,71717.95313,66054.28125,60038.52344,75178.95313,48958.31641,65642.66406,46282.33984,56811.42969,78014.78906
Q68CZ6,HAUS augmin-like complex subunit 3 OS=Homo sapiens OX=9606 GN=HAUS3 PE=1 SV=1,23409.28125,18475.98242,23097.20898,20119.99023,16672.57227,16120.35938,26348.19531,23720.67969,14187.93652,24023.47461,30180.48633
O75426,F-box only protein 24 OS=Homo sapiens OX=9606 GN=FBXO24 PE=1 SV=2,27169.51367,20738.75391,22201.49219,21351.48438,16288.05273,21631.45898,22143.81641,21627.17578,16936.94727,18057.66406,27097.98828
O75208,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1",115191.4531,86958,113211.5156,122266.5703,92459.36719,119684.3828,89305.39844,145096.7344,78519.13281,109931.3359,156021.3281
Q14416,Metabotropic glutamate receptor 2 OS=Homo sapiens OX=9606 GN=GRM2 PE=1 SV=2,65257.46484,58864.17969,71465.60156,94998.35156,75681.23438,77646.53906,68764.9375,121845.6328,50645.31641,54573.33984,113349.0703
P0C221,Coiled-coil domain-containing protein 175 OS=Homo sapiens OX=9606 GN=CCDC175 PE=4 SV=2,72018.41406,38444.16406,36157.75391,31336.80469,49872.57422,37137.57422,31286.11133,30656.37305,23096.70117,66899.375,51671.8125
Q8NEB9,Phosphatidylinositol 3-kinase catalytic subunit type 3 OS=Homo sapiens OX=9606 GN=PIK3C3 PE=1 SV=1,,,,,,,,,,,
Q9HB07,"UPF0160 protein MYG1, mitochondrial OS=Homo sapiens OX=9606 GN=C12orf10 PE=1 SV=2",187075.2656,111477.6797,192025.9688,167589.7344,161375.0781,178789.7344,196248.7969,166705.0469,109560.4609,155349.4844,246434.4063
Q7KZF4,Staphylococcal nuclease domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SND1 PE=1 SV=1,105427.418,104302.1016,101464.7109,118833.3164,97572.52148,112977.8672,78018.3457,83184.94336,88997.26172,92332.46484,118149.5039
P46379,Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2,20416.4209,20027.27783,19643.32617,16983.74121,19782.9873,20967.11279,15346.68896,16552.97314,15548.61768,15222.87744,27845.52246
Q8NB50,Zinc finger protein 62 homolog OS=Homo sapiens OX=9606 GN=ZFP62 PE=1 SV=3,44418.37109,48390.56641,68223.69531,50532.05469,60269.65625,55547.47266,52898.16016,51256.07031,48642.32031,61455.03125,93313.38281
P15559,NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens OX=9606 GN=NQO1 PE=1 SV=1,35805.4248,26176.8252,21009.29443,28521.9082,31595.63086,26439.63867,23798.85645,15409.35498,20981.76855,24643.8252,25824.03516
Q9H306,Matrix metalloproteinase-27 OS=Homo sapiens OX=9606 GN=MMP27 PE=1 SV=2,47017.44531,24859.15625,32753.80664,32251.16992,29698.73047,42534.0625,39805.97266,35673.70313,33347.65234,44499.14063,44835.0625
Q9BXB5,Oxysterol-binding protein-related protein 10 OS=Homo sapiens OX=9606 GN=OSBPL10 PE=1 SV=2,48198.30078,42648.84766,42852.51953,50721.08984,51841.97266,45261.58594,36313.79297,53384.10547,28511.48633,41633.27734,38452.42578
Q53EV4,Leucine-rich repeat-containing protein 23 OS=Homo sapiens OX=9606 GN=LRRC23 PE=2 SV=2,,,,,,,,,,,
Q12824,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1 OS=Homo sapiens OX=9606 GN=SMARCB1 PE=1 SV=2,10613.70996,10379.55859,11731.07715,11286.95801,12242.07617,14952.98145,10533.50684,12625.09766,11378.41016,9837.102539,16296.31641
O75884,Putative hydrolase RBBP9 OS=Homo sapiens OX=9606 GN=RBBP9 PE=1 SV=2,31933.82422,27767.97852,23288.59961,26777.18555,38446.08594,28949.86523,16148.93359,25306.36328,15287.88672,22609.62695,28894.27344
Q8WW38,Zinc finger protein ZFPM2 OS=Homo sapiens OX=9606 GN=ZFPM2 PE=1 SV=3,,,,,,,,,,,
O15047,Histone-lysine N-methyltransferase SETD1A OS=Homo sapiens OX=9606 GN=SETD1A PE=1 SV=3,,,,,,,,,,,
Q9UNN5,FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2,42636.02344,33466.87891,35619.4375,36961.98828,36597.11719,37219.59375,21725.46289,31633.73047,19613.26172,28089.85938,46024.88281
Q8IU99,Calcium homeostasis modulator protein 1 OS=Homo sapiens OX=9606 GN=CALHM1 PE=1 SV=2,13261.37402,11608.14941,11260.9082,10877.78516,12022.81738,13947.12891,12117.80762,11550.79492,9774.887695,10851.22266,34894.18359
A6NJW9,Putative T-cell surface glycoprotein CD8 beta-2 chain OS=Homo sapiens OX=9606 GN=CD8B2 PE=5 SV=2,,,,,,,,,,,
Q96KQ4,Apoptosis-stimulating of p53 protein 1 OS=Homo sapiens OX=9606 GN=PPP1R13B PE=1 SV=3,97529.50781,81119.19141,94246.05469,107458.6523,47809.08691,92479.00781,34523.42285,83477.09766,56016.47461,64599.5332,115813.9805
Q9Y487,V-type proton ATPase 116 kDa subunit a isoform 2 OS=Homo sapiens OX=9606 GN=ATP6V0A2 PE=1 SV=2,8506.375,8967.286133,7566.620605,6989.516113,10966.70117,10278.86133,6171.624512,10925.00781,6647.769043,7429.806641,10230.39063
Q9NPG1,Frizzled-3 OS=Homo sapiens OX=9606 GN=FZD3 PE=1 SV=1,27067.40234,14804.68652,20907.11328,24040.13672,18329.86719,19477.07031,16842.65625,21506.83008,17433.19336,21792.99023,18598.08008
Q9UK61,Protein TASOR OS=Homo sapiens OX=9606 GN=FAM208A PE=1 SV=3,6822.766602,4447.207031,8315.835938,8212.489258,9367.62793,10537.81445,6737.492676,7824.162598,7457.530762,4883.068848,8521.264648
Q13495,Mastermind-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MAMLD1 PE=1 SV=2,14084.93555,8098.036133,8230.229492,11283.16699,5069.444336,13501.83008,7353.674316,9310.762695,10894.51563,8308.089844,9543.523438
Q9UKK3,Poly [ADP-ribose] polymerase 4 OS=Homo sapiens OX=9606 GN=PARP4 PE=1 SV=3,,,,,,,,,,,
Q5VYJ5,MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens OX=9606 GN=MALRD1 PE=1 SV=4,17390.4668,16705.15625,25506.71094,22748.17188,20576.32422,22018.78711,22994.57422,14936.84473,8150.258789,8850.625,23655.88086
Q9P0M2,A-kinase anchor protein 7 isoform gamma OS=Homo sapiens OX=9606 GN=AKAP7 PE=1 SV=2,30835.1875,25619.12109,25848.41797,29671.39063,32763.61914,33149.05859,22795.93945,25606.2207,19929.30469,28433.64258,38935.84766
P62081,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1,69530.60742,70090.54688,58631.38477,79933.51758,54910.10156,91939.47656,84577.17773,47401.43555,73201.58203,89205.03516,111279.8438
Q96C01,Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1,29191.01563,20502.85156,30456.95313,49028.375,33135.26563,33396.35547,16603.10156,28788.3457,20551.60742,21684.64648,24615.38086
Q9NRY5,Protein FAM114A2 OS=Homo sapiens OX=9606 GN=FAM114A2 PE=1 SV=4,,,,,,,,,,,
P41229,Lysine-specific demethylase 5C OS=Homo sapiens OX=9606 GN=KDM5C PE=1 SV=2,,,,,,,,,,,
Q8IWK6,Adhesion G protein-coupled receptor A3 OS=Homo sapiens OX=9606 GN=ADGRA3 PE=1 SV=2,1669.903687,,,,1685.866089,2964.71875,1858.082764,,1830.866211,,
Q96SW2,Protein cereblon OS=Homo sapiens OX=9606 GN=CRBN PE=1 SV=1,93902.47852,88558.23047,74415.51563,100672.2305,73467.30469,97016.47852,73103.77734,97453.69336,67479.71484,60186.79102,118527.3516
O43435,T-box transcription factor TBX1 OS=Homo sapiens OX=9606 GN=TBX1 PE=1 SV=1,105974.3672,104602.8828,114525.4922,98182.53125,96538.32031,92693.67969,75791.5625,100609.9141,49842.64453,72395.24219,113821.5078
O75144,ICOS ligand OS=Homo sapiens OX=9606 GN=ICOSLG PE=1 SV=2,20086.47266,12274.0332,5432.582031,7180.396484,17593.58008,13970.52832,7380.371582,7240.253418,8532.478516,13477.2373,11204.11328
O60281,Zinc finger protein 292 OS=Homo sapiens OX=9606 GN=ZNF292 PE=1 SV=3,52084.94531,34582.95703,26846.66895,35309.31738,26894.50781,40057.83984,23382.58154,45002.30859,37328.12109,33529.99805,45402.24023
Q08499,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D OS=Homo sapiens OX=9606 GN=PDE4D PE=1 SV=2",31193.0293,52410.60547,27677.08984,44961.92578,47689.20703,40385.80469,21254.38672,50807.33594,21839.8418,34374.67578,30632.73438
Q4AC94,C2 domain-containing protein 3 OS=Homo sapiens OX=9606 GN=C2CD3 PE=1 SV=4,14522.60449,20565.55273,15027.39453,19795.18555,21803.12695,22243.71484,17373.49609,19871.97461,13684.06152,13593.31934,19646.98828
A6NJ88,Putative SAGE1-like protein OS=Homo sapiens OX=9606 GN=SAGE2P PE=5 SV=4,33943.74609,17113.08984,25834.40039,19346.73047,12690.97754,26970.72656,6754.979004,13825.50781,36709.53516,29341.64453,21664.75
Q9UMN6,Histone-lysine N-methyltransferase 2B OS=Homo sapiens OX=9606 GN=KMT2B PE=1 SV=1,,,,,,,,,,,
Q9Y6M7,Sodium bicarbonate cotransporter 3 OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=2,18930.25586,16193.62012,16969.49414,18960.99219,13376.73828,18675.76758,9715.822266,20725.90234,8736.818359,16783.22656,18747.4668
Q9H3S1,Semaphorin-4A OS=Homo sapiens OX=9606 GN=SEMA4A PE=1 SV=2,,,,,,,,,1443.11145,,
Q8WYB5,Histone acetyltransferase KAT6B OS=Homo sapiens OX=9606 GN=KAT6B PE=1 SV=3,60359.34375,51438.05859,63816.37891,55754.66406,51416.78125,50758.95703,34292.57813,53211.85547,38205.85156,52105.20313,65411.25391
Q9BQP7,Mitochondrial genome maintenance exonuclease 1 OS=Homo sapiens OX=9606 GN=MGME1 PE=1 SV=1,421484.3906,447825.75,376211.5547,429131.9063,574772.625,405645.2344,440924.9063,283559.2031,327426.0234,302013.2813,405911.0156
Q9GZR2,RNA exonuclease 4 OS=Homo sapiens OX=9606 GN=REXO4 PE=1 SV=2,74452.53906,50549.0625,78554.04688,64947.86328,57123.63672,74771.95313,66328.13281,67380.82813,49242.82031,66210.35938,87047.76563
P0C091,FRAS1-related extracellular matrix protein 3 OS=Homo sapiens OX=9606 GN=FREM3 PE=3 SV=2,11756.5752,9637.631836,10022.72363,9962.708984,10664.07324,9627.379883,8463.56543,10331.58496,11289.875,12051.81836,10349.49902
Q10472,Polypeptide N-acetylgalactosaminyltransferase 1 OS=Homo sapiens OX=9606 GN=GALNT1 PE=1 SV=1,42806.98828,43350.55078,39326.84766,26893.98047,43758.90527,36608.08008,22863.97998,39160.25098,26734.33301,36417.92285,40541.58691
P59901,Leukocyte immunoglobulin-like receptor subfamily A member 4 OS=Homo sapiens OX=9606 GN=LILRA4 PE=1 SV=2,26303.96875,42048.5625,29350.06836,36317.57813,24069.86523,47110.04688,39198.78125,51256.49609,38014.33203,36693.35938,12616.51172
O60309,Leucine-rich repeat-containing protein 37A3 OS=Homo sapiens OX=9606 GN=LRRC37A3 PE=2 SV=2,27632.18262,29071.36523,16473.14795,19709.66455,24773.08301,28602.10254,23705.58252,21221.95752,17962.42969,24692.39648,26856.50098
Q5M9N0,Coiled-coil domain-containing protein 158 OS=Homo sapiens OX=9606 GN=CCDC158 PE=2 SV=2,6200.335449,8831.704102,10273.9707,11048.02441,12805.14746,15873.81836,8476.417969,8684.866211,11202.92383,4602.786621,12091.66797
O15417,Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3,20073.64648,18217.72656,22681.26563,22768.58594,15535.44531,17105.12305,18186.58398,20520.44336,17084.32227,19929.63867,25301.45703
P10632,Cytochrome P450 2C8 OS=Homo sapiens OX=9606 GN=CYP2C8 PE=1 SV=2,90110.58594,86658.53906,63170.99219,78397.69531,61615.96094,70180.4375,54201.04297,65102.60156,48092.33203,58058.97266,102743.3672
Q9UBU3,Appetite-regulating hormone OS=Homo sapiens OX=9606 GN=GHRL PE=1 SV=1,12318.71191,8201.319336,10285.84473,8117.125977,11971.29199,10132.41699,9593.768555,13611.74512,6004.193848,11381.77246,9930.612305
Q96QR8,Transcriptional activator protein Pur-beta OS=Homo sapiens OX=9606 GN=PURB PE=1 SV=3,48518.1875,43124.13672,36250.77734,47811.88281,45265.59375,47679.21484,28745.17383,40988.50391,24607.43164,31568.51172,61047.89844
Q8IVV2,Lipoxygenase homology domain-containing protein 1 OS=Homo sapiens OX=9606 GN=LOXHD1 PE=2 SV=3,21874.10352,16106.46191,14971.78027,21979.12891,19854.79492,25815.9668,20360.3125,19480.74414,22283.94727,19072.83984,30422.38672
O75417,DNA polymerase theta OS=Homo sapiens OX=9606 GN=POLQ PE=1 SV=2,6680.263184,3408.369385,3532.293213,5530.309082,4373.999512,5233.275879,3043.029541,5231.599609,3706.534912,4418.978516,6914.788574
O75864,Protein phosphatase 1 regulatory subunit 37 OS=Homo sapiens OX=9606 GN=PPP1R37 PE=1 SV=4,17136.63086,10866.0957,6885.572754,10533.84473,15502.53613,12590.55566,6538.755859,8777.621094,8551.50293,17196.41797,11089.91797
Q2TAC6,Kinesin-like protein KIF19 OS=Homo sapiens OX=9606 GN=KIF19 PE=2 SV=2,27434.65723,26519.60742,26778.81445,27342.06152,40124.85645,40757.49316,33422.0332,36073.0752,14045.37012,25242.32227,39204.7793
P0CG29,Glutathione S-transferase theta-2 OS=Homo sapiens OX=9606 GN=GSTT2 PE=1 SV=1,203102.0859,158607.3516,254418.375,317910.9141,202397.1328,205507.1953,120237.1758,377113.8281,207084.0469,59056.43555,190947.6563
Q9Y478,5'-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens OX=9606 GN=PRKAB1 PE=1 SV=4,65601.27539,30188.20898,31889.55469,18051.57129,69622.99219,37613.37012,20858.52979,59032.83984,17294.39941,29241.34863,22877.72314
Q8IZ41,Ras and EF-hand domain-containing protein OS=Homo sapiens OX=9606 GN=RASEF PE=1 SV=1,61968.13477,48347.76563,25700.48438,37361.66016,65808.28125,43091.05664,29434.88672,29072.14746,28369.00781,25304.38184,24120.33105
Q99593,T-box transcription factor TBX5 OS=Homo sapiens OX=9606 GN=TBX5 PE=1 SV=2,,,,,,,,,,,
Q7Z4H8,KDEL motif-containing protein 2 OS=Homo sapiens OX=9606 GN=KDELC2 PE=1 SV=2,11381.27832,13426.05664,26862.96484,35288.41797,21572.81836,20629.14258,7999.712891,28278.68555,7620.34668,12608.53418,12840.81348
Q16762,Thiosulfate sulfurtransferase OS=Homo sapiens OX=9606 GN=TST PE=1 SV=4,29675.8125,18419.17676,20493.90674,28223.23242,27404.68066,30875.22363,20087.72314,36555.11133,15433.45459,22129.21875,24784.92188
Q8TDG4,Helicase POLQ-like OS=Homo sapiens OX=9606 GN=HELQ PE=1 SV=2,17811.73633,12398.52148,16073.99707,16601.55273,13957.89844,14884.9082,7959.983887,16144.71289,11315.93652,13066.8418,18485.57422
O95342,Bile salt export pump OS=Homo sapiens OX=9606 GN=ABCB11 PE=1 SV=2,,,,,,,,,,,
Q13275,Semaphorin-3F OS=Homo sapiens OX=9606 GN=SEMA3F PE=2 SV=2,26802.21094,21469.59082,24225.59912,26798.7334,20348.07129,22799.45801,19973.90479,25144.89551,20696.18994,27679.24219,35716.58496
Q96QT6,PHD finger protein 12 OS=Homo sapiens OX=9606 GN=PHF12 PE=1 SV=2,8165.570068,3602.661621,6610.066406,3923.753906,2810.687988,3085.546509,3474.401001,3509.646973,4146.686279,8708.265381,8368.149902
O95749,Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1,83409.15625,65406.71875,74458.67969,83776.22656,96361.05469,89747.49219,65033.41406,72459.35938,69536.58594,91670.64063,92479.83594
Q6Q759,Sperm-associated antigen 17 OS=Homo sapiens OX=9606 GN=SPAG17 PE=2 SV=1,100580.7266,64402.32422,84375.1875,93408.72656,78675.69531,81441.63281,65071.43359,85081.64844,77542.89063,78928.44531,77220.97656
Q92575,UBX domain-containing protein 4 OS=Homo sapiens OX=9606 GN=UBXN4 PE=1 SV=2,17045.12842,9907.144775,18178.52637,16796.5957,17097.8584,14745.19922,18744.50098,17223.73828,13706.60156,13585.53809,21785.45654
Q9BZK7,F-box-like/WD repeat-containing protein TBL1XR1 OS=Homo sapiens OX=9606 GN=TBL1XR1 PE=1 SV=1,5318.884277,4980.42041,7496.993652,8617.896484,7666.245605,7748.324219,6371.3125,4487.382813,7089.120605,5007.89502,5863.10498
P22748,Carbonic anhydrase 4 OS=Homo sapiens OX=9606 GN=CA4 PE=1 SV=2,5586.408203,5141.296387,7217.320801,7815.978516,6273.866699,5644.847168,5136.007813,6362.353516,4463.820801,5443.437012,5730.063477
Q9Y235,C->U-editing enzyme APOBEC-2 OS=Homo sapiens OX=9606 GN=APOBEC2 PE=1 SV=1,397771.6406,239931.3047,356209.6875,373747.1719,276359.6953,322875.5391,314678.5078,433730.2031,261113.7188,409670.8125,491318.625
P52566,Rho GDP-dissociation inhibitor 2 OS=Homo sapiens OX=9606 GN=ARHGDIB PE=1 SV=3,104281.1563,125816.8672,125028.2656,107909.3828,129245.0859,102690.2188,103996.4453,112223.3828,76149.57813,99103.07812,107453.875
P02751,Fibronectin OS=Homo sapiens OX=9606 GN=FN1 PE=1 SV=4,88327.58594,53262.42188,72466.25781,74889.75781,61403.32813,81787.70313,51501.02344,53535.85938,46114.39453,66437.84375,92212.85156
P48764,Sodium/hydrogen exchanger 3 OS=Homo sapiens OX=9606 GN=SLC9A3 PE=1 SV=2,33165.81445,43529.42578,22639.89551,25404.60059,75789.25781,37136.69238,29143.2041,33796.22461,22445.86084,16877.38916,25700.97363
Q7RTU5,Achaete-scute homolog 5 OS=Homo sapiens OX=9606 GN=ASCL5 PE=3 SV=2,11905.30737,15844.50146,19912.21289,17506.26855,15912.06152,15965.63818,10544.11084,18096.29297,10547.85132,5228.896362,16851.3457
P07998,Ribonuclease pancreatic OS=Homo sapiens OX=9606 GN=RNASE1 PE=1 SV=4,55227.21484,46747.83203,34703.24609,26847.69336,77933.64844,45181.26172,31842.07422,21870.61523,48057.27344,42299.04688,43251.61328
O15550,Lysine-specific demethylase 6A OS=Homo sapiens OX=9606 GN=KDM6A PE=1 SV=2,34427.68066,28266.16113,31826.23535,40233.72363,35240.85645,33476.3291,24991.30078,38374.4707,23095.43555,28179.73828,27128.02441
A6NDG6,Glycerol-3-phosphate phosphatase OS=Homo sapiens OX=9606 GN=PGP PE=1 SV=1,3767.320313,1717.607178,1636.418335,3572.842773,1977.578003,2899.327637,2910.74292,2532.255127,2556.754639,2435.434326,3426.645508
P55735,Protein SEC13 homolog OS=Homo sapiens OX=9606 GN=SEC13 PE=1 SV=3,52224.41797,47008.42969,53086.47266,48045.95313,46479.02344,46815.54297,40227.36719,47449.40625,38502.25391,53048.50391,79082.21094
Q8TF62,Probable phospholipid-transporting ATPase IM OS=Homo sapiens OX=9606 GN=ATP8B4 PE=1 SV=3,38726.02734,26182.38086,17387.4375,21717.16016,32901.66797,27248.40039,21012.44922,22131.73438,26570.58203,33928.42969,28556.23242
O43639,Cytoplasmic protein NCK2 OS=Homo sapiens OX=9606 GN=NCK2 PE=1 SV=2,49360.62891,37346.36133,27575.05371,31044.52148,42306.29297,38975.07129,28585.77539,38036.50488,28678.40625,36497.43164,41435.99121
Q8N556,Actin filament-associated protein 1 OS=Homo sapiens OX=9606 GN=AFAP1 PE=1 SV=2,,,,,,,,,,,
Q9UHI8,A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Homo sapiens OX=9606 GN=ADAMTS1 PE=1 SV=4,8461.841797,5375.14502,9994.915039,8861.526367,8067.030762,9659.831055,5937.830566,7794.849609,4400.393066,9238.341797,8161.381836
Q53H82,Endoribonuclease LACTB2 OS=Homo sapiens OX=9606 GN=LACTB2 PE=1 SV=2,,,,,,,,,,,
P09884,DNA polymerase alpha catalytic subunit OS=Homo sapiens OX=9606 GN=POLA1 PE=1 SV=2,4928.977539,,,,,,,,,,
Q96Q15,Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3,22508.27344,24025.94678,35648.17383,30588.21387,30142.49121,44265.42188,22719.23438,52033.35938,37139.41992,27780.73828,44039.07715
Q6ZUT9,DENN domain-containing protein 5B OS=Homo sapiens OX=9606 GN=DENND5B PE=1 SV=2,147141.4688,169647.0938,136609.6563,148082.6719,264055.6875,153440.1875,96963.1875,122696.25,86836.9375,75159.9375,183744.75
P48444,Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1,22945.94092,22475.9502,22914.62695,24409.8501,22515.03223,26195.93848,20171.98828,22969.30225,17010.57129,19252.7168,28051.80469
P54750,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A OS=Homo sapiens OX=9606 GN=PDE1A PE=2 SV=2",19718.39258,18353.00977,14789.21582,16553.48242,18661.21875,19272.06836,13724.75391,16126.94727,14309.52539,16947.86133,21651.44922
Q6UXD5,Seizure 6-like protein 2 OS=Homo sapiens OX=9606 GN=SEZ6L2 PE=1 SV=2,37859.40234,28913.20117,23099.07031,18908.95898,30371.35938,28810.78711,34341.00781,29365.85352,31012.25781,30764.85938,31734.08008
Q16342,Programmed cell death protein 2 OS=Homo sapiens OX=9606 GN=PDCD2 PE=1 SV=2,2339.513916,1623.472046,1243.13501,1833.064941,1338.71521,2009.723755,,,,,1825.026001
Q9Y5A7,NEDD8 ultimate buster 1 OS=Homo sapiens OX=9606 GN=NUB1 PE=1 SV=2,50429.78906,42856.37109,43759.87207,52443.90234,38619.32813,51144.5918,47770.15723,56456.47266,41900.87695,40030.97461,74353.61719
Q7Z4W1,L-xylulose reductase OS=Homo sapiens OX=9606 GN=DCXR PE=1 SV=2,103148.4922,75645.33594,79364.59375,78822.14844,80462.84375,89783.21094,65668.85156,62275.38672,67332.17187,73480.54688,122064.2734
P43166,Carbonic anhydrase 7 OS=Homo sapiens OX=9606 GN=CA7 PE=1 SV=1,52251.72656,60534.99609,84999.53906,91791.42773,38901.87598,60856.40039,58353.35742,75445.11914,64162.18945,65547.97266,92775
P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens OX=9606 GN=EIF2S3 PE=1 SV=3,110910.2109,91705.51172,112949.6602,105709.3945,127773.1758,99842.60156,76518.81445,91797.54492,65942.21484,85653.14063,150828.832
P0CG22,Putative dehydrogenase/reductase SDR family member 4-like 1 OS=Homo sapiens OX=9606 GN=DHRS4L1 PE=5 SV=1,51584.74609,48054.57813,49336.28516,49521.02344,61933.95703,56192.60547,39488.96875,45820.41016,40462.85156,50991.69141,70161.83594
P37023,Serine/threonine-protein kinase receptor R3 OS=Homo sapiens OX=9606 GN=ACVRL1 PE=1 SV=2,,,,,,,,,,,
Q9H3M0,Potassium voltage-gated channel subfamily F member 1 OS=Homo sapiens OX=9606 GN=KCNF1 PE=1 SV=1,60137.97656,36117.14941,41535.68262,45190.34473,55697.16211,55458.89063,49797.43945,35691.55078,41872.81934,60416.87695,61322.66016
Q96CF2,Charged multivesicular body protein 4c OS=Homo sapiens OX=9606 GN=CHMP4C PE=1 SV=1,,,,,,,,,,,
